STATE,COMPANY,CITY,NUMBER_OF_WORKERS,WARN_RECEIVED_DATE,EFFECTIVE_DATE,CLOSURE_LAYOFF,LAYOFFDURATION,REGION,COUNTY,INDUSTRY
Iowa,"Insane Impact, LLC",Moines,90,2025-11-10 00:00:00,2025-12-17 00:00:00,closure,temporary,Central Iowa,Polk,Professional Services
South Carolina,Sodexo (HCA Grand Strand Medical),Beach,85,2025-11-10 00:00:00,2026-01-31 00:00:00,layoff,permanent,Northern,Horry,Healthcare
California,Paramount Skydance Corporation (Gower),Gower,81,2025-11-10 00:00:00,2025-10-29 00:00:00,layoff,temporary,Northern,Los Angeles County,"Arts, Entertainment & Recreation"
Georgia,"SimplyIOA, LLC",Atlanta,65,2025-11-10 00:00:00,2025-12-02 00:00:00,layoff,temporary,Northern,Fulton,Professional Services
Maryland,MAPC (Maritime Applied Physics Corporation),Baltimore,64,2025-11-10 00:00:00,2026-01-10 00:00:00,layoff,temporary,Baltimore City,Baltimore County,Professional Services
Georgia,Smurfit Westrock,Atlanta,55,2025-11-10 00:00:00,2026-01-05 00:00:00,layoff,temporary,Northern,Fulton,Information
Georgia,"Lehigh Technologies, Inc.",Tucker,55,2025-11-10 00:00:00,2026-02-02 00:00:00,closure,temporary,Northeast 4,DeKalb,Information
Maryland,Recruitment Partners LLC,Columbia,2,2025-11-10 00:00:00,2025-12-15 00:00:00,closure,temporary,Howard County,Columbia County,Admin & Support Services
Wisconsin,"PrimeFlight Aviation Services, Inc.",Milwaukee,27,2025-11-09 00:00:00,2026-01-09 00:00:00,closure,temporary,Milwaukee,Milwaukee,Other Services
North Carolina,"Pine Gate Renewables, LLC ",Asheville,223,2025-11-07 00:00:00,2026-01-19 00:00:00,closure,permanent,Northern,Buncombe,Professional Services
Illinois,"CVS Health/Oak Street Health MSO, LLC",Chicago,219,2025-11-07 00:00:00,2025-11-07 00:00:00,closure,permanent,Northeast 4,Cook,Admin & Support Services
Michigan,Yanfeng,Romulus,192,2025-11-07 00:00:00,2026-01-05 00:00:00,layoff,permanent,Northern,Wayne,Automotive Manufacturing
Michigan,Avancez,Park,143,2025-11-07 00:00:00,2025-12-05 00:00:00,layoff,permanent,Northern,Oakland,Automotive Manufacturing
Wisconsin,Air Wisconsin Airlines LLC (ATW) Update,Appleton,128,2025-11-07 00:00:00,2025-11-07 00:00:00,layoff,temporary,Bay Area,Outagamie,Transportation & Warehousing
Washington,"Adams County Public Hospital District #2, DBA East Adams Rural Healthcare",Ritzville,108,2025-11-07 00:00:00,2026-01-07 00:00:00,layoff,permanent,Northern,Ritzville County,Healthcare
Tennessee,"Creative Dining Services, Inc.",Henderson,100,2025-11-07 00:00:00,2025-12-13 00:00:00,closure,permanent,Northern,Chester,Accommodation & Food Services
Tennessee,Renova Health LLC,Kingsport,80,2025-11-07 00:00:00,2025-10-24 00:00:00,layoff,permanent,Northeast,Sullivan,Healthcare
Wisconsin,Air Wisconsin Airlines LLC (MKE) Update,Milwaukee,79,2025-11-07 00:00:00,2025-11-07 00:00:00,layoff,temporary,Milwaukee,Milwaukee,Transportation & Warehousing
Washington,"Rad Power Bikes, Inc.",Seattle,64,2025-11-07 00:00:00,2026-01-09 00:00:00,closure,permanent,Northern,Seattle County,Manufacturing
Virginia,"Diamond Transportation Services, Inc.",Springfield,61,2025-11-07 00:00:00,2025-11-30 00:00:00,closure,temporary,Northern,Springfield County,Transportation & Warehousing
California,Coca-Cola Company,Commerce,45,2025-11-07 00:00:00,2025-12-31 00:00:00,closure,temporary,Northern,Napa County,Transportation & Warehousing
Illinois,"NSI Industries, LLC dba Remke Industries, Inc.",Hills,42,2025-11-07 00:00:00,2025-11-07 00:00:00,closure,permanent,Northeast 4,Lake,Other Services
California,Ceryx Management LLC (Blackstone),N Blackstone,39,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Fresno County,Admin & Support Services
Connecticut,"NSI Industries, LLC; Metallics, Inc",Bristol,33,2025-11-07 00:00:00,2025-11-07 00:00:00,closure,permanent,Northern,Bristol County,Professional Services
California,"Illumina, Inc.",Illumina,28,2025-11-07 00:00:00,2026-01-05 00:00:00,layoff,temporary,Northern,San Diego County,Professional Services
Wisconsin,Air Wisconsin Airlines LLC (MKE Hangar) Update,Milwaukee,25,2025-11-07 00:00:00,2025-11-07 00:00:00,layoff,temporary,Milwaukee,Milwaukee,Transportation & Warehousing
California,Ceryx Management LLC (1540 S St. Andrews),Ca,18,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Five Guys Operations Broadstone Marketplace,E Bidwell,16,2025-11-07 00:00:00,2025-11-25 00:00:00,closure,temporary,Northern,Sacramento County,Accommodation & Food Services
California,Ceryx Management LLC (Western),S Western,13,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (7226 S. Figueroa),Figueroa,12,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (7310 S. Figueroa),Figueroa,9,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (801 W 70th),W,9,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (Vermont),S Vermont,8,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (Figueroa),Figueroa,8,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (7617 S. Figueroa),Figueroa,5,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (Sepulveda),Sepulveda,4,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
Florida,"T&H Solutions, LLC",Orlando,4,2025-11-07 00:00:00,2025-11-30 00:00:00,layoff,permanent,Northern,Orlando County,Professional Services
California,Ceryx Management LLC (Hoover),S Hoover,3,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (7111 S Hoover),Hoover,1,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (1904 E 113th),Ca,1,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (8320 S. Figueroa),Figueroa,1,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
California,Ceryx Management LLC (9519 S. Figueroa),Figueroa,1,2025-11-07 00:00:00,2025-10-03 00:00:00,layoff,temporary,Northern,Los Angeles County,Admin & Support Services
Georgia,"West Fraser, Inc.",Augusta,130,2025-11-06 00:00:00,2026-01-05 00:00:00,closure,temporary,Northern,Richmond,Manufacturing
California,Clari Inc.,Court Sunnyvale,96,2025-11-06 00:00:00,2026-01-05 00:00:00,layoff,temporary,Northern,Santa Clara County,Professional Services
California,Mojave Food Corporation,Slauson,86,2025-11-06 00:00:00,2026-05-08 00:00:00,closure,temporary,Northern,Los Angeles County,Wholesale Trade
Maryland,"Catalent Maryland, Inc.",Harmans,61,2025-11-06 00:00:00,2026-01-05 00:00:00,layoff,temporary,Anne Arundel,Harmans County,Manufacturing
South Carolina,Atkore Plastics Southeast,Mill,42,2025-11-06 00:00:00,2025-11-06 00:00:00,layoff,permanent,Northern,York,Manufacturing
Maryland,"Catalent Maryland, Inc.",Baltimore,14,2025-11-06 00:00:00,2026-01-05 00:00:00,layoff,temporary,Baltimore City,Baltimore County,Manufacturing
California,"Illumina, Inc. Worldwide Headquarters",Illumina,4,2025-11-06 00:00:00,2026-01-05 00:00:00,layoff,temporary,Northern,San Diego County,Professional Services
Maryland,"Catalent Maryland, Inc.",Hanover,2,2025-11-06 00:00:00,2026-01-05 00:00:00,layoff,temporary,Anne Arundel,Hanover County,Manufacturing
Iowa,Winnebago Industries,City,0,2025-11-06 00:00:00,2026-02-20 00:00:00,other,temporary,East Central Iowa,Floyd,Manufacturing
California,Safeway,Jackson,76,2025-11-05 00:00:00,2026-02-02 00:00:00,closure,temporary,Northern,Alameda County,Wholesale Trade
Wisconsin,"Daybreak Foods, Inc. (Cold Spring Farm)",Palmyra,65,2025-11-05 00:00:00,2025-11-07 00:00:00,other,temporary,South Central,Jefferson,Other Services
Illinois,Consolidated Hospitality Supplies,Lake Bluff,54,2025-11-05 00:00:00,2025-11-05 00:00:00,closure,permanent,Northeast 4,Lake,Other Services
California,Blue Plate Oysterette LLC,Ocean,45,2025-11-05 00:00:00,2026-01-07 00:00:00,closure,temporary,Northern,Los Angeles County,Accommodation & Food Services
California,Consolidated Hospitality Supplies,Cabernet,22,2025-11-05 00:00:00,2026-01-04 00:00:00,closure,temporary,Northern,San Bernardino County,Wholesale Trade
California,"Dairyland Produce, LLC",San Jose,21,2025-11-05 00:00:00,2025-12-24 00:00:00,closure,temporary,Northern,Santa Clara County,Wholesale Trade
California,University of Southern California,Zonal,5,2025-11-05 00:00:00,2025-12-31 00:00:00,layoff,temporary,Northern,Los Angeles County,Education
Florida,"Bambu Systems, LLC",Beach,141,2025-11-04 00:00:00,2025-11-04 00:00:00,closure,permanent,Eastern,Beach County,Finance & Insurance
California,International Business Machines Corporation,Bailey,75,2025-11-04 00:00:00,2025-01-05 00:00:00,layoff,temporary,Northern,Santa Clara County,Wholesale Trade
Washington,Infineon Technologies Americas Corp.,Lynnwood,61,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,permanent,Northern,Lynnwood County,Information
California,"Becton, Dickinson and Company (BD) (3750 Torrey View Court)",San Diego,59,2025-11-04 00:00:00,2025-10-01 00:00:00,layoff,temporary,Northern,San Diego County,Manufacturing
Maryland,"WWL Vehicle Services Americas, Inc. ",Point,55,2025-11-04 00:00:00,2026-01-31 00:00:00,layoff,temporary,Baltimore County,Point County,Wholesale Trade
California,"AFC Cable Systems, Inc.",Yorba,54,2025-11-04 00:00:00,2025-12-26 00:00:00,layoff,temporary,Northern,San Bernardino County,Manufacturing
California,Infineon,San Jose,46,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Santa Clara County,Manufacturing
Florida,"Frito-Lay, Inc",Orlando,46,2025-11-04 00:00:00,2025-11-04 00:00:00,closure,permanent,Northern,Orlando County,Manufacturing
Iowa,Wells Fargo,Moines,26,2025-11-04 00:00:00,2026-01-02 00:00:00,other,temporary,Central Iowa,Polk,Finance & Insurance
Florida,"Frito-Lay, Inc",Orlando,24,2025-11-04 00:00:00,2025-11-04 00:00:00,closure,permanent,Northern,Orlando County,Manufacturing
California,"Dairyland Produce, LLC",Valley,22,2025-11-04 00:00:00,2025-12-24 00:00:00,layoff,temporary,Northern,San Mateo County,Wholesale Trade
California,Infineon,El Segundo,15,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Los Angeles County,Manufacturing
California,"Retail Service WIS Corporation, DBA WIS International",San Diego,10,2025-11-04 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,San Diego County,Admin & Support Services
California,"Becton, Dickinson and Company (BD) (10020 Pacific Mesa Boulevard)",San Diego,7,2025-11-04 00:00:00,2025-10-01 00:00:00,layoff,temporary,Northern,San Diego County,Manufacturing
California,Infineon,Hancock,7,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Riverside County,Manufacturing
California,Infineon,Scripps Summit,3,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,San Diego County,Manufacturing
Iowa,RTX,Rapids,3,2025-11-04 00:00:00,2025-12-31 00:00:00,layoff,temporary,East Central Iowa,Linn,Professional Services
California,Infineon,Irvine Center,1,2025-11-04 00:00:00,2025-11-14 00:00:00,layoff,temporary,Northern,Orange County,Manufacturing
Ohio,Ultium Cells-General Motors,Warren,1334,2025-11-03 00:00:00,2026-01-05 00:00:00,layoff,both,Northern,Trumbull,Manufacturing
Illinois,"Norvax, LLC",Chicago,487,2025-11-03 00:00:00,2026-01-02 00:00:00,layoff,permanent,Northeast 4,Cook,Finance & Insurance
California,Fresno Economic Opportunities Commission (1920 Mariposa Street),Mariposa,263,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
Ohio,Giesecke Devrient ePayments America Inc,Twinsburg,240,2025-11-03 00:00:00,2025-11-03 00:00:00,closure,permanent,Northern,Summit,Information
Florida,"Marvin Lumber and Cedar Company, LLC",Beach,167,2025-11-03 00:00:00,2026-04-17 00:00:00,closure,permanent,Eastern,Beach County,Manufacturing
Wisconsin,"Elior, Inc.",Oshkosh,155,2025-11-03 00:00:00,2026-05-17 00:00:00,closure,temporary,Fox Valley,Winnebago,Accommodation & Food Services
Colorado,ColoWyo Coal Company LP,Louisville,133,2025-11-03 00:00:00,2026-01-06 00:00:00,closure,temporary,Rural Consortium,nan County,Mining
California,"Transdev Services, Inc.",Brewster,77,2025-11-03 00:00:00,2025-12-31 00:00:00,closure,temporary,Northern,San Mateo County,Transportation & Warehousing
Ohio,CVS Health-Aetna Medicare Medicaid Program,Fremont,70,2025-11-03 00:00:00,2025-11-03 00:00:00,layoff,permanent,Northern,Sandusky,Healthcare
Maryland,Sheraton Operating LLC dba Sheraton Inner Harbor Hotel,Baltimore,69,2025-11-03 00:00:00,2025-12-31 00:00:00,closure,temporary,Baltimore City,Baltimore County,Accommodation & Food Services
California,DJI Services LLC,Edwards,61,2025-11-03 00:00:00,2025-11-07 00:00:00,layoff,temporary,Northern,Los Angeles County,Other Services
California,DJI Services LLC,Edwards,37,2025-11-03 00:00:00,2025-11-07 00:00:00,layoff,temporary,Northern,Los Angeles County,Other Services
California,Fresno Economic Opportunities Commission (1189 Martin St),Martin,33,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (4156 E. Dakota Ave),Dakota,28,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (1620 W. Fairmont),Fairmont Fresno,19,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (4995 E. Balch Ave),Balch,18,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (1441 Divisadero),Divisadero Fresno,17,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,"Fresno Economic Opportunities Commission (4273 W. Richert, Ave, 107)",Fresno Ca,15,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (4856 E. Cesar Chavez Blvd),Cesar Chavez,15,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (1240 E. Washington),Washington Reedley,14,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,CommUnify - Chapel Office,Chapel,13,2025-11-03 00:00:00,2026-01-02 00:00:00,layoff,temporary,Northern,Santa Barbara County,Healthcare & Social Assistance
California,Fresno Economic Opportunities Commission (3037 S. Orchid Ave),Orchid,12,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (3257 E. Shields Ave),Shields,12,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (5104 N. West),West Fresno,11,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,CommUnify - Chestnut Office,Chestnut,11,2025-11-03 00:00:00,2026-01-02 00:00:00,layoff,temporary,Northern,Santa Barbara County,Healthcare & Social Assistance
California,Fresno Economic Opportunities Commission (16641 Palmer St.),Palmer,10,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (788 W. Shaw Ave),Shaw,10,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (1504 N. Webser),Weber Fresno,9,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (1701 Alton St.),Alton,9,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (2121 N. Van Ness Ave),Van Ness,9,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (295 W. Tuft St),Tuft,9,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (2063 S. Cedar Ave),Cedar,8,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (2117 W. McKinley Ave),Mckinley,8,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (388 S. Brawley Ave),Brawley,8,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (5550 N. Fresno St),Fresno,8,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,Fresno Economic Opportunities Commission (710 N. Hughes Ave),Hughes,8,2025-11-03 00:00:00,2026-01-01 00:00:00,layoff,temporary,Northern,Fresno County,Public Administration
California,CommUnify - Little Village Center,Chapel,8,2025-11-03 00:00:00,2026-01-02 00:00:00,layoff,temporary,Northern,Santa Barbara County,Healthcare & Social Assistance
